Neighborhood,Year_Built,Year_Remod_Add,Overall_Qual,Overall_Cond,Gr_Liv_Area,Total_Bsmt_SF,Garage_Cars,Full_Bath,Bedroom_AbvGr,Fireplaces,Lot_Area,House_Age,Years_Since_Remod,Bldg_Type,Sale_Type,Sale_Price
Timber,1977,1989,1,7,1803,620,0,2,2,2,22076,33,21,1Fam,WD,356373
NWAmes,1998,2004,10,4,870,576,3,2,5,1,15787,12,6,1Fam,Oth,310212
NoRidge,1947,1990,2,3,4241,2045,2,1,4,2,2437,63,20,TwnhsE,WD,584567
CollgCr,1997,1999,10,7,3480,1412,3,2,3,0,23480,13,11,TwnhsE,WD,513317
Timber,1909,1963,3,7,2796,1596,2,2,5,1,19173,101,47,1Fam,WD,422733
NridgHt,1998,2004,1,4,3438,1297,2,1,3,0,6170,12,6,1Fam,New,593375
Timber,1974,1982,5,7,2728,1548,2,2,4,1,20034,36,28,1Fam,WD,498772
IDOTRR,1910,1911,3,2,1202,670,1,1,3,1,8921,100,99,Duplex,WD,116816
Mitchel,1984,2005,1,1,3546,2311,3,1,3,0,17314,26,5,Twnhs,WD,338956
IDOTRR,1920,1960,8,2,2174,1449,1,1,2,0,14453,90,50,TwnhsE,WD,213966
CollgCr,1985,1996,6,4,2625,1834,2,1,3,0,3016,25,14,1Fam,WD,383963
NoRidge,1944,2007,9,8,3466,1129,2,1,2,1,15072,66,3,1Fam,New,733258
CollgCr,1906,1936,3,3,3432,2702,2,2,3,0,11774,104,74,1Fam,WD,390447
ClearCr,1980,1991,9,6,2883,1824,1,2,2,0,2904,30,19,1Fam,New,489769
NAmes,1963,2009,9,6,549,97,1,1,3,2,22376,47,1,1Fam,WD,233257
NoRidge,1963,1964,1,9,2632,1908,1,1,4,0,7670,47,46,1Fam,WD,457152
CollgCr,1901,1996,3,9,4266,1622,3,2,3,0,3853,109,14,1Fam,WD,413911
StoneBr,1975,1992,6,4,3242,1744,0,2,4,1,13499,35,18,1Fam,WD,562474
Somerst,1941,2009,8,9,2551,1591,4,2,3,1,12438,69,1,1Fam,WD,472374
NWAmes,1981,2006,4,6,1492,937,1,1,3,0,2080,29,4,TwnhsE,New,282130
CollgCr,1953,1994,5,2,2864,2069,1,2,3,1,21213,57,16,1Fam,WD,381184
Somerst,1974,1983,9,6,1634,903,2,2,4,0,9793,36,27,TwnhsE,ConLD,390589
Somerst,1915,1970,6,2,1857,498,1,1,2,1,6050,95,40,TwnhsE,WD,275344
ClearCr,1917,1959,7,8,2374,1908,2,2,3,0,13980,93,51,1Fam,New,470741
Mitchel,1998,2006,7,4,1262,965,3,2,3,0,20847,12,4,1Fam,WD,283569
NAmes,1958,1991,4,5,3704,2441,0,0,3,1,1798,52,19,1Fam,WD,286302
IDOTRR,1989,1993,4,8,3159,2061,3,2,3,2,5616,21,17,2fmCon,WD,279253
Mitchel,1915,1944,4,8,1504,461,2,2,3,1,17928,95,66,1Fam,WD,230210
Veenker,1905,1975,5,6,3461,2422,1,2,4,2,9147,105,35,TwnhsE,Oth,467899
Gilbert,1956,1961,5,4,4255,1338,1,2,4,1,4043,54,49,1Fam,WD,404173
ClearCr,2007,2008,8,1,3346,1286,3,2,5,0,21743,3,2,1Fam,WD,506869
Timber,2006,2008,9,7,2666,1339,1,2,3,0,6278,4,2,Twnhs,WD,523303
NAmes,1946,1958,2,8,849,215,3,2,3,2,16058,64,52,1Fam,WD,187441
NridgHt,2010,2010,7,9,3464,1270,2,2,1,1,22278,0,0,1Fam,WD,677697
BrkSide,1947,1949,1,2,1186,668,0,1,5,2,21436,63,61,1Fam,WD,140296
CollgCr,1941,1966,1,1,1041,419,2,2,3,0,16883,69,44,1Fam,WD,189197
Gilbert,1975,1998,4,4,3626,1727,3,2,3,0,21039,35,12,1Fam,WD,407276
Gilbert,1959,1964,10,5,860,331,2,2,4,0,18171,51,46,1Fam,WD,302664
NAmes,1976,1987,7,1,3255,1237,2,3,3,0,21589,34,23,1Fam,WD,339151
Gilbert,1903,2002,2,5,4024,2748,3,2,3,0,2016,107,8,2fmCon,WD,377622
Crawfor,2002,2003,2,6,4124,2901,1,1,2,0,3701,8,7,1Fam,WD,432749
NridgHt,1901,1911,1,3,3232,1962,3,3,3,1,8077,109,99,1Fam,WD,509393
CollgCr,1989,1995,10,7,2877,1750,3,2,4,0,14129,21,15,1Fam,ConLD,465696
StoneBr,1958,1991,2,6,2766,1048,2,2,3,0,9602,52,19,1Fam,COD,446989
NWAmes,1926,1943,7,4,2755,1113,3,2,3,1,5158,84,67,1Fam,WD,333948
CollgCr,1926,2010,9,3,2193,906,2,2,2,1,8422,84,0,1Fam,WD,373636
Gilbert,1978,1999,6,5,3392,1890,2,2,3,1,5786,32,11,1Fam,COD,421661
NridgHt,1971,2000,10,3,4311,3039,2,3,3,1,5436,39,10,1Fam,WD,801962
NoRidge,1906,1935,2,9,584,238,2,1,2,1,2490,104,75,Twnhs,WD,220581
NWAmes,1962,1969,10,9,1184,635,2,1,3,1,22855,48,41,1Fam,WD,336532
NridgHt,2010,2010,10,6,744,441,2,2,3,2,9221,0,0,1Fam,Oth,504167
NridgHt,1945,2001,9,6,3419,2468,2,2,4,1,19735,65,9,1Fam,New,830771
NridgHt,1962,2008,7,4,3570,1807,2,3,1,0,9689,48,2,TwnhsE,WD,658073
IDOTRR,2003,2003,1,4,4256,2985,1,1,4,0,4209,7,7,1Fam,ConLD,281613
NWAmes,1911,1930,9,2,1858,1202,2,2,3,1,21891,99,80,2fmCon,Oth,311449
Somerst,1912,1936,2,4,3783,2571,3,1,3,1,20505,98,74,1Fam,WD,455901
Veenker,1942,1960,4,8,1095,545,2,3,5,1,15066,68,50,1Fam,COD,313087
Somerst,1916,1920,9,2,3232,2677,2,2,2,0,3678,94,90,1Fam,COD,441697
Mitchel,1962,1972,4,9,3754,2379,1,0,3,1,2338,48,38,TwnhsE,WD,371161
Gilbert,1980,1994,3,1,1656,1029,2,1,3,1,15188,30,16,1Fam,WD,284962
StoneBr,1935,2006,1,2,3561,1492,1,1,3,1,11247,75,4,1Fam,WD,492201
StoneBr,1984,2002,7,2,3561,2730,1,1,3,1,22818,26,8,1Fam,WD,630071
NoRidge,1907,1993,6,6,4463,2537,2,2,2,2,11125,103,17,1Fam,COD,685645
Gilbert,1968,1994,10,7,2323,881,2,1,3,0,9604,42,16,1Fam,WD,392120
NWAmes,1989,1996,4,3,2297,1216,2,3,3,0,16478,21,14,1Fam,WD,314026
Timber,1979,2010,6,9,849,587,2,2,4,1,8838,31,0,1Fam,COD,354289
NridgHt,1935,1960,6,5,2829,1488,3,2,2,0,2668,75,50,Twnhs,ConLD,544688
NoRidge,1927,1953,4,5,2840,1994,1,1,3,1,16687,83,57,1Fam,WD,479161
IDOTRR,1992,2010,6,4,1792,875,0,3,3,0,2447,18,0,1Fam,COD,212384
Veenker,1946,1995,10,9,2384,533,2,2,2,0,1660,64,15,1Fam,WD,436605
NWAmes,1975,2003,8,8,3768,3058,1,2,3,0,12823,35,7,Duplex,WD,450695
Crawfor,2000,2006,3,4,2060,1638,4,3,2,0,16050,10,4,1Fam,WD,338849
Somerst,1929,1988,4,4,4224,3161,2,1,3,0,4127,81,22,1Fam,WD,499696
Timber,1922,1962,10,2,1483,522,2,1,4,0,17732,88,48,1Fam,WD,391241
NoRidge,1915,1947,1,9,4306,3068,2,2,4,1,20419,95,63,1Fam,WD,619013
Crawfor,1913,1995,4,3,2567,1326,2,2,3,1,20156,97,15,1Fam,WD,333523
Mitchel,1973,2009,10,4,3306,1431,1,2,4,1,21347,37,1,1Fam,COD,410396
Gilbert,1970,1988,10,7,2363,986,3,2,3,1,22688,40,22,1Fam,WD,435421
CollgCr,2008,2008,9,8,2479,1055,2,2,3,0,18044,2,2,2fmCon,WD,449462
NridgHt,1951,1997,8,8,2236,734,1,2,5,1,19668,59,13,TwnhsE,New,620657
IDOTRR,1936,1951,4,4,2952,2619,2,1,3,1,24482,74,59,1Fam,WD,241687
Mitchel,1928,1950,7,7,1638,406,1,2,3,1,21066,82,60,1Fam,WD,256704
Veenker,1966,1972,10,1,2418,1149,0,1,3,1,16380,44,38,TwnhsE,WD,438779
IDOTRR,1914,1939,3,6,1200,481,2,2,4,0,21508,96,71,2fmCon,COD,139748
Crawfor,1999,2010,9,6,3527,1694,2,3,3,1,13436,11,0,1Fam,Oth,498829
Crawfor,1946,1950,10,6,2573,1626,2,2,1,0,19911,64,60,1Fam,WD,406076
NWAmes,1945,1993,4,2,1065,304,1,3,2,0,13698,65,17,TwnhsE,WD,210155
Mitchel,1951,1976,2,8,4253,3110,2,2,2,0,9876,59,34,1Fam,WD,358074
Gilbert,1918,1922,10,5,894,660,1,2,3,0,3396,92,88,Duplex,New,272372
NoRidge,1976,1997,5,5,2456,1389,2,2,4,1,12987,34,13,1Fam,WD,513985
Somerst,2005,2009,2,2,3548,2168,2,3,3,2,3904,5,1,1Fam,WD,466091
BrkSide,1920,1947,10,4,3952,3186,2,3,2,0,20423,90,63,1Fam,WD,374697
Timber,1963,1995,6,9,1022,759,3,2,4,0,18616,47,15,1Fam,WD,378647
Somerst,1936,1958,10,9,2062,1201,3,1,3,0,11313,74,52,1Fam,New,466124
ClearCr,1926,1943,1,6,3409,1848,4,1,3,1,2077,84,67,TwnhsE,WD,380369
ClearCr,1954,2003,6,9,1606,1052,4,1,3,0,20045,56,7,1Fam,New,427031
Crawfor,1928,1957,4,4,3349,2089,3,3,4,2,10069,82,53,1Fam,WD,411402
BrkSide,1919,1944,3,1,1049,723,4,2,3,1,21732,91,66,1Fam,WD,153687
Timber,1924,1939,2,2,1968,1050,3,2,2,1,19192,86,71,1Fam,WD,337166
NoRidge,1969,1981,7,1,2634,1435,2,2,3,1,13884,41,29,1Fam,WD,547265
StoneBr,1962,2000,9,8,1332,1069,1,2,4,1,2341,48,10,TwnhsE,WD,472131
NAmes,1935,1967,3,9,886,652,0,1,3,1,20055,75,43,1Fam,New,224095
Gilbert,1901,1926,6,6,1462,708,3,1,2,1,7753,109,84,1Fam,WD,256567
Veenker,1921,1968,9,2,3215,1811,2,2,2,1,13840,89,42,Twnhs,COD,500343
Mitchel,1995,1995,2,6,1921,1320,3,2,3,1,12327,15,15,1Fam,WD,272510
NAmes,1915,1952,7,9,4391,3812,2,1,3,1,21269,95,58,TwnhsE,WD,413109
NAmes,1917,1918,5,3,785,400,2,2,3,2,6321,93,92,TwnhsE,WD,175840
BrkSide,1968,1973,5,9,3245,1371,2,2,4,2,23697,42,37,1Fam,New,349706
Timber,1953,1998,7,2,4265,1573,3,2,5,1,19297,57,12,1Fam,WD,599497
NWAmes,1999,2000,9,5,3512,1137,1,1,2,0,1544,11,10,Twnhs,WD,400444
CollgCr,1929,1966,4,2,868,351,3,2,3,0,19570,81,44,1Fam,WD,201573
NAmes,1944,1961,9,7,3202,1801,3,2,1,1,6736,66,49,1Fam,WD,351872
NWAmes,1918,1944,10,9,1945,760,2,2,4,0,8125,92,66,1Fam,WD,335156
Mitchel,1986,1994,9,7,2241,1387,2,2,3,0,20609,24,16,1Fam,WD,358483
Gilbert,1933,2004,4,5,3201,2189,0,2,2,0,9509,77,6,2fmCon,WD,348274
StoneBr,1912,2003,3,4,3244,1410,0,3,4,1,5514,98,7,TwnhsE,WD,482266
CollgCr,1942,1958,2,4,1966,1022,2,1,4,1,7280,68,52,TwnhsE,WD,258084
IDOTRR,1961,1989,9,8,2276,2065,1,0,2,0,6095,49,21,TwnhsE,New,255300
BrkSide,1992,1997,2,1,2043,963,1,2,2,0,9765,18,13,1Fam,WD,201832
NridgHt,1999,2004,6,5,3571,2765,3,2,3,1,20902,11,6,1Fam,WD,710515
StoneBr,1921,1926,5,2,4155,2421,2,2,3,2,7792,89,84,1Fam,WD,595309
NoRidge,1951,1976,5,9,1414,1116,2,2,4,0,3060,59,34,1Fam,New,466765
NWAmes,1951,1989,4,7,787,592,1,1,3,0,12824,59,21,Duplex,WD,189058
Mitchel,2010,2010,6,8,594,444,3,1,3,1,13494,0,0,1Fam,WD,263229
Timber,1935,1946,5,6,3216,2654,3,2,4,1,18356,75,64,TwnhsE,COD,520191
CollgCr,1972,2006,4,9,2588,2296,2,2,3,1,23319,38,4,1Fam,ConLD,372763
NAmes,2002,2007,9,6,830,714,3,2,3,1,3717,8,3,Duplex,COD,274603
NWAmes,1918,1968,6,7,2336,1012,3,2,3,1,11771,92,42,1Fam,Oth,310897
CollgCr,1937,1959,10,7,2304,1279,2,3,4,0,17936,73,51,1Fam,New,444724
Crawfor,1969,1975,10,9,1678,1404,2,2,3,0,4487,41,35,1Fam,WD,378742
CollgCr,2010,2010,10,8,3051,1913,1,2,3,1,9830,0,0,1Fam,WD,482386
Veenker,1978,2002,3,1,774,260,2,2,2,1,20021,32,8,1Fam,ConLD,255676
Crawfor,1956,1968,10,4,4237,1392,1,1,4,1,2327,54,42,TwnhsE,New,494625
Gilbert,1919,2003,6,7,2088,1545,0,2,3,2,11775,91,7,1Fam,WD,329018
NAmes,1908,1917,1,8,2726,1331,1,3,3,1,16851,102,93,1Fam,WD,252413
Gilbert,1931,1985,5,7,2456,1377,3,3,5,1,17815,79,25,1Fam,WD,360102
NWAmes,1903,1911,10,3,2275,1390,2,1,4,0,19132,107,99,1Fam,ConLD,313925
StoneBr,1949,1963,6,4,2684,1672,4,1,5,0,6335,61,47,1Fam,WD,533528
CollgCr,1981,2000,8,7,1266,300,2,2,2,1,14697,29,10,1Fam,WD,333380
NridgHt,1904,1905,9,8,1487,374,2,2,4,0,9877,106,105,1Fam,WD,436158
Timber,1919,1943,3,7,2259,760,2,2,3,0,4942,91,67,2fmCon,Oth,349673
NWAmes,1986,1998,2,6,1703,801,2,2,1,2,8902,24,12,1Fam,WD,256918
IDOTRR,1974,2007,4,9,3753,2497,4,3,3,1,4693,36,3,1Fam,WD,312149
NoRidge,1936,1986,8,9,3830,2216,3,2,3,0,6428,74,24,1Fam,WD,696458
ClearCr,1921,1978,8,7,2790,1180,0,2,2,1,11104,89,32,1Fam,WD,391074
Mitchel,1957,1990,3,8,1619,723,3,1,3,0,16761,53,20,Duplex,WD,223660
Timber,1967,2001,4,6,696,42,2,1,4,0,15277,43,9,1Fam,WD,273080
CollgCr,1992,1997,3,1,4475,3843,1,2,3,1,9096,18,13,1Fam,WD,478510
NWAmes,1943,1945,10,1,1025,569,2,1,3,1,20800,67,65,1Fam,WD,254698
Crawfor,1933,1991,2,6,1131,963,2,2,3,0,6037,77,19,TwnhsE,WD,228715
StoneBr,1976,1981,4,2,1910,1392,2,3,4,0,24935,34,29,1Fam,WD,454932
Somerst,1941,1988,6,8,907,404,3,1,2,0,15432,69,22,1Fam,ConLD,270198
Mitchel,1908,1971,5,1,1792,1255,1,2,3,2,7145,102,39,1Fam,WD,256355
CollgCr,2005,2005,3,2,1694,935,2,2,3,1,5761,5,5,1Fam,WD,285873
NridgHt,1994,1996,2,8,2448,1790,0,1,4,0,3435,16,14,1Fam,WD,460101
NWAmes,1906,1987,9,6,4155,1792,4,2,2,0,6038,104,23,Twnhs,WD,454469
NridgHt,1967,2005,1,2,1190,700,3,2,3,1,5926,43,5,1Fam,WD,340945
NWAmes,1918,1990,9,2,2717,687,1,2,3,1,2858,92,20,TwnhsE,WD,346361
Timber,2005,2008,1,7,658,674,2,2,4,1,14923,5,2,1Fam,WD,252672
IDOTRR,1993,2004,7,5,4080,1304,1,3,3,0,3269,17,6,1Fam,WD,304659
Somerst,1930,1934,6,5,2994,2300,3,2,3,2,15225,80,76,Twnhs,WD,453211
Somerst,1934,2000,7,8,2189,1221,1,1,2,0,19076,76,10,1Fam,COD,399775
StoneBr,1956,1966,3,7,2437,1366,3,2,5,0,4316,54,44,1Fam,WD,453786
Veenker,1984,2008,3,9,1517,1085,3,2,3,0,7767,26,2,TwnhsE,WD,343072
NAmes,1960,1989,1,4,3653,1793,2,2,3,1,24909,50,21,TwnhsE,WD,316022
IDOTRR,1930,1997,4,4,1580,862,2,2,3,2,6356,80,13,Duplex,WD,189772
Somerst,1982,1986,2,2,4090,3321,2,1,3,1,23101,28,24,TwnhsE,WD,484118
ClearCr,1994,1994,10,3,611,88,2,2,3,1,16919,16,16,1Fam,WD,333795
NWAmes,1952,1978,8,1,547,506,2,2,3,0,18926,58,32,1Fam,COD,227129
NAmes,1931,1993,3,1,4163,2546,2,2,5,0,23127,79,17,1Fam,WD,356339
Crawfor,1965,1993,7,7,2410,1506,2,3,3,1,9917,45,17,Twnhs,WD,385461
Somerst,1958,1975,7,5,875,414,2,3,4,1,11670,52,35,1Fam,WD,316373
ClearCr,1909,1920,9,3,1327,538,3,2,2,1,8255,101,90,1Fam,WD,310586
Gilbert,1901,1977,6,7,2580,2037,1,2,4,0,24351,109,33,1Fam,WD,366203
NridgHt,1965,2005,1,2,3051,1433,2,2,3,0,5477,45,5,1Fam,WD,479994
Crawfor,1959,1960,8,3,1126,595,3,2,3,0,13523,51,50,1Fam,WD,291898
Somerst,1987,1991,1,1,2419,779,1,3,3,2,3383,23,19,1Fam,New,362020
Mitchel,1916,1960,3,8,1526,559,2,2,4,1,2040,94,50,1Fam,WD,228473
NoRidge,1995,2010,5,2,4057,2686,3,2,4,0,10337,15,0,1Fam,WD,676698
Crawfor,1915,1962,8,7,4087,2939,2,2,3,0,22969,95,48,1Fam,WD,497291
CollgCr,1915,1938,9,9,2391,1309,0,2,3,0,22685,95,72,1Fam,WD,362068
Gilbert,1945,1966,7,6,4343,1635,1,2,2,1,6226,65,44,1Fam,WD,453430
NridgHt,1938,1948,9,2,2589,911,2,2,3,1,24906,72,62,1Fam,ConLD,580192
Crawfor,1930,1987,3,2,2556,1303,2,1,3,2,17786,80,23,1Fam,WD,313887
Crawfor,2006,2010,5,9,3547,1985,4,1,3,1,19572,4,0,1Fam,WD,483115
Crawfor,1987,1989,10,8,1318,878,2,2,3,0,10546,23,21,1Fam,WD,349971
Crawfor,1900,1914,8,9,1156,887,2,2,3,1,8134,110,96,1Fam,WD,277974
Gilbert,1910,1969,1,4,4484,1728,3,1,4,1,1904,100,41,Twnhs,WD,384738
Mitchel,1984,1993,8,4,4180,3229,2,2,3,0,21227,26,17,2fmCon,WD,442552
Timber,1903,2007,7,2,2311,1151,2,2,4,1,9311,107,3,TwnhsE,WD,398739
Mitchel,1970,1985,1,1,3713,2657,2,3,1,1,8518,40,25,1Fam,WD,338559
CollgCr,1925,1998,10,4,1289,285,1,1,4,1,12632,85,12,1Fam,WD,301827
NridgHt,2010,2010,10,8,1959,1211,4,1,2,1,2907,0,0,1Fam,COD,595610
NridgHt,1949,1997,6,2,3598,1730,2,2,4,1,10512,61,13,1Fam,WD,636265
Somerst,1911,1974,1,8,3614,1964,3,1,3,1,8530,99,36,1Fam,New,480417
Mitchel,1994,1995,2,1,1654,229,2,3,3,0,13366,16,15,1Fam,WD,236289
NWAmes,1980,2003,5,1,3787,1182,3,0,3,0,22414,30,7,1Fam,WD,372417
Mitchel,1996,2002,2,4,2129,770,1,2,2,0,9428,14,8,1Fam,WD,249741
CollgCr,1974,1975,10,7,2043,1011,4,3,3,1,13527,36,35,1Fam,New,460177
ClearCr,1991,1996,1,9,3145,873,3,2,3,0,21951,19,14,Duplex,COD,383883
StoneBr,1995,2009,6,5,3916,2732,2,1,4,1,7706,15,1,1Fam,WD,674490
Somerst,1964,2003,8,2,4079,1488,3,2,3,1,20065,46,7,1Fam,New,628699
ClearCr,1946,1971,8,7,2173,1673,3,2,3,0,4732,64,39,TwnhsE,WD,394648
NoRidge,1991,1993,8,2,2404,956,3,1,3,1,17117,19,17,1Fam,WD,567827
Timber,1952,2009,6,9,1936,1663,2,2,3,0,19435,58,1,1Fam,WD,447672
Crawfor,2005,2010,3,9,1435,846,2,2,3,0,1857,5,0,1Fam,WD,279476
NWAmes,1970,1994,1,3,3817,1933,3,3,4,0,13138,40,16,1Fam,WD,366432
IDOTRR,1901,1948,2,8,4020,2478,3,1,3,2,19478,109,62,1Fam,WD,268915
BrkSide,2005,2005,5,4,3559,982,2,1,2,1,23012,5,5,2fmCon,WD,317097
Gilbert,1923,1975,10,3,520,384,3,2,3,0,10725,87,35,1Fam,WD,265029
ClearCr,1903,1969,5,1,1498,1107,0,2,3,2,18232,107,41,TwnhsE,WD,263856
Gilbert,2007,2008,10,5,1931,956,3,2,3,1,17263,3,2,1Fam,WD,395672
Mitchel,1918,2007,1,4,956,485,2,2,3,0,3158,92,3,1Fam,WD,139657
NoRidge,1925,1942,1,1,1967,822,2,2,5,0,14815,85,68,Twnhs,WD,323768
ClearCr,1974,1982,9,8,2527,1310,2,1,3,0,19703,36,28,1Fam,ConLD,424024
NAmes,1939,1976,2,8,3561,2224,2,2,3,1,24355,71,34,TwnhsE,COD,321919
Somerst,1949,1971,7,8,4493,2730,2,1,1,1,7381,61,39,1Fam,WD,561690
Crawfor,1942,1962,10,3,764,297,2,1,4,0,8155,68,48,1Fam,WD,263628
Crawfor,1974,1974,4,6,4231,1776,2,1,4,0,10622,36,36,1Fam,WD,438085
StoneBr,2008,2008,7,7,2731,1381,1,1,2,0,21892,2,2,1Fam,WD,572394
Somerst,1966,1992,8,9,2774,1077,3,2,4,0,7543,44,18,TwnhsE,WD,484051
Somerst,1911,1980,5,5,4375,3529,2,2,3,1,18367,99,30,1Fam,ConLD,537184
NridgHt,1966,2009,1,9,4119,1876,2,1,3,0,5412,44,1,1Fam,ConLD,599101
NridgHt,2005,2008,4,6,3817,2368,2,3,4,1,1857,5,2,1Fam,New,709615
NAmes,1926,1953,10,4,2546,1122,3,2,4,2,14172,84,57,1Fam,WD,353691
Veenker,1953,1997,3,1,3644,1266,2,1,4,0,10526,57,13,1Fam,WD,444713
CollgCr,1965,1981,10,1,3721,2761,0,1,4,0,2690,45,29,1Fam,WD,459871
Veenker,1948,2010,5,5,4084,2185,3,2,5,0,6064,62,0,Twnhs,WD,555602
BrkSide,1915,1954,10,3,3640,2063,4,3,2,1,23863,95,56,1Fam,WD,365523
Timber,1901,1903,10,5,1468,807,2,2,3,1,10184,109,107,1Fam,WD,378303
ClearCr,1959,1970,6,5,1304,974,4,3,3,1,4909,51,40,1Fam,WD,336866
NAmes,1953,1991,2,1,1753,713,2,2,4,1,12819,57,19,Duplex,WD,225153
NAmes,1929,2004,7,8,1222,563,2,2,3,0,9743,81,6,1Fam,WD,224994
StoneBr,1983,1984,3,5,1595,1034,2,2,2,0,3408,27,26,1Fam,WD,375601
Mitchel,1937,1982,1,5,1501,392,2,2,4,0,5146,73,28,1Fam,WD,189452
ClearCr,1927,1956,10,9,3422,1992,2,2,5,1,15332,83,54,1Fam,WD,492093
CollgCr,1924,1992,3,8,4179,1378,1,2,3,0,20261,86,18,1Fam,WD,426610
NoRidge,1995,2003,9,1,3968,1691,0,1,3,1,13086,15,7,1Fam,WD,671840
NoRidge,1909,1993,10,3,583,310,2,2,1,1,22220,101,17,1Fam,WD,380541
NWAmes,1959,1969,6,7,1239,862,2,2,3,0,6904,51,41,1Fam,WD,250660
CollgCr,1941,2009,6,1,3870,2952,2,2,3,1,23842,69,1,Duplex,Oth,473350
ClearCr,1939,2004,4,1,4319,1768,2,2,4,2,3125,71,6,1Fam,WD,466776
NWAmes,1996,2003,8,5,3864,2083,4,2,2,0,6918,14,7,TwnhsE,COD,468296
NWAmes,1976,2006,5,9,2257,1103,2,2,3,0,5886,34,4,1Fam,WD,330707
StoneBr,2004,2004,7,6,2493,871,2,2,3,0,7854,6,6,2fmCon,WD,526633
Crawfor,1941,1979,9,2,722,535,1,2,3,1,2889,69,31,1Fam,WD,265080
NoRidge,1946,1991,5,9,3340,2645,2,2,3,0,23793,64,19,1Fam,WD,631380
NWAmes,1936,1972,5,6,3280,2767,0,2,4,2,19371,74,38,Duplex,WD,373081
Gilbert,1979,1997,4,5,3787,1015,2,3,4,1,16157,31,13,1Fam,WD,412142
IDOTRR,2008,2010,6,5,3802,1956,3,2,3,1,24385,2,0,1Fam,New,348140
NridgHt,1921,1931,2,3,2952,2223,1,1,4,0,10608,89,79,1Fam,WD,466051
NridgHt,1956,1978,3,6,1692,1318,2,1,3,1,11833,54,32,2fmCon,WD,417061
Veenker,1983,2007,1,4,828,482,0,2,3,0,18594,27,3,1Fam,WD,242550
Timber,2006,2007,2,2,925,0,3,2,2,0,19770,4,3,1Fam,WD,281254
Timber,1926,1952,2,3,2077,1093,3,2,3,2,3716,84,58,1Fam,WD,348938
BrkSide,1940,1941,8,9,1269,290,1,2,2,0,19204,70,69,TwnhsE,WD,218186
Timber,1979,1985,8,9,1719,866,2,2,3,2,17804,31,25,1Fam,WD,461087
Veenker,1933,1953,2,6,4475,2638,4,2,3,1,15933,77,57,2fmCon,WD,523178
NWAmes,1931,1988,6,9,1107,564,2,2,3,2,5945,79,22,1Fam,ConLD,271975
ClearCr,1989,1993,5,4,2352,1020,2,2,2,1,6331,21,17,1Fam,WD,360818
Mitchel,1988,2007,3,5,3073,1412,2,1,3,1,12318,22,3,1Fam,WD,316373
NridgHt,1965,2009,5,6,3172,2161,2,2,3,0,8484,45,1,1Fam,WD,595496
CollgCr,1911,1995,5,9,2624,1644,4,1,3,1,10092,99,15,1Fam,WD,367881
NridgHt,1939,1958,5,5,2546,1921,4,2,3,1,2250,71,52,1Fam,ConLD,556479
NridgHt,1972,2009,3,8,1800,746,3,2,4,1,15262,38,1,1Fam,WD,467706
BrkSide,1975,1994,3,1,1419,757,2,2,1,0,7094,35,16,1Fam,New,200648
NoRidge,1989,2006,4,5,3493,3060,2,1,3,0,15230,21,4,1Fam,WD,595652
CollgCr,1972,1996,7,1,965,788,2,2,2,0,8671,38,14,1Fam,WD,292121
ClearCr,1909,1910,2,6,2464,1105,4,3,2,0,19771,101,100,2fmCon,WD,308656
Somerst,1995,2003,10,7,1971,1361,2,2,5,0,21569,15,7,1Fam,COD,465147
NAmes,1997,2006,4,5,3891,1268,2,2,3,1,19302,13,4,1Fam,New,387047
NridgHt,1947,1952,4,1,2445,833,0,2,3,0,20487,63,58,Twnhs,WD,438685
Gilbert,1919,1959,1,6,1683,657,2,2,4,0,21655,91,51,1Fam,WD,248417
IDOTRR,1938,2004,10,5,3039,1436,4,2,2,2,22984,72,6,TwnhsE,WD,296485
Crawfor,1959,1991,8,6,2860,2021,2,2,3,0,14802,51,19,1Fam,WD,412105
BrkSide,1965,1965,1,7,2154,1428,1,2,4,1,11710,45,45,1Fam,WD,212665
NridgHt,1964,1968,8,7,2539,2416,0,2,4,1,11337,46,42,1Fam,WD,610298
ClearCr,1950,1962,7,2,1684,1103,2,2,3,1,4987,60,48,1Fam,WD,324461
Timber,1935,1953,9,3,2855,1393,3,1,3,1,10505,75,57,1Fam,WD,481728
NWAmes,1923,1934,8,6,4434,3210,4,2,4,1,23794,87,76,1Fam,New,545742
IDOTRR,1926,1973,5,3,3717,3000,3,1,3,0,24192,84,37,2fmCon,COD,288227
Timber,1901,1925,8,2,2198,1413,2,2,2,1,22617,109,85,1Fam,WD,400281
Gilbert,1930,1986,10,4,3967,2938,2,0,3,1,17205,80,24,1Fam,New,533831
StoneBr,1956,2006,3,5,3238,2783,2,2,3,0,4669,54,4,1Fam,WD,521510
Crawfor,1977,1988,10,9,2636,1138,2,2,2,0,2523,33,22,2fmCon,ConLD,417489
CollgCr,1965,1994,7,3,3282,2144,2,2,3,1,11201,45,16,1Fam,WD,425411
IDOTRR,1928,1932,4,3,1277,1070,2,0,4,1,16166,82,78,1Fam,WD,187270
Crawfor,1914,1935,5,6,3298,2650,2,2,3,0,19277,96,75,Duplex,WD,401707
Somerst,1911,1987,9,5,3879,1522,1,2,2,2,17301,99,23,Twnhs,COD,516615
NoRidge,2000,2008,7,6,4117,2556,2,2,3,1,6739,10,2,1Fam,New,762635
